Name,TID,InfoTID,BuildingClass,SecondaryTargetingClass,ShopBuildingClass,SWF,ExportName,ExportNameNpc,ExportNameConstruction,ExportNameLocked,BuildTimeD,BuildTimeH,BuildTimeM,BuildTimeS,BuildResource,BuildCost,TownHallLevel,TownHallLevel2,Width,Height,Icon,ExportNameBuildAnim,ExportNameUpgradeAnim,MaxStoredGold,MaxStoredElixir,MaxStoredDarkElixir,MaxStoredWarGold,MaxStoredWarElixir,MaxStoredWarDarkElixir,MaxStoredGold2,MaxStoredElixir2,PercentageStoredGold,PercentageStoredElixir,PercentageStoredDarkElixir,LootOnDestruction,Bunker,Village2Housing,HousingSpace,HousingSpaceAlt,ProducesResource,ResourcePer100Hours,ResourceMax,ResourceIconLimit,UnitProduction,UpgradesUnits,ProducesUnitsOfType,BoostCost,FreeBoost,Hitpoints,RegenTime,AttackRange,AltAttackMode,AltAttackRange,PrepareSpeed,AttackSpeed,AltAttackSpeed,CoolDownOverride,DPS,AltDPS,Damage,PreferredTarget,PreferredTargetDamageMod,RandomHitPosition,DestroyEffect,DestroyDamageEffect,AttackEffect,AttackEffect2,ChainAttackDistance,AttackEffectAlt,HitEffect,Projectile,AltProjectile,ExportNameDamaged,BuildingW,BuildingH,BaseGfx,ExportNameBase,AirTargets,GroundTargets,AltAirTargets,AltGroundTargets,AltMultiTargets,AmmoCount,AmmoResource,AmmoCost,MinAttackRange,DamageRadius,PushBack,WallCornerPieces,LoadAmmoEffect,NoAmmoEffect,ToggleAttackModeEffect,PickUpEffect,PlacingEffect,CanNotSellLast,DefenderCharacter,DefenderCount,DefenderZ,AltDefenderZ,DestructionXP,Locked,StartingHomeCount,Hidden,AOESpell,AOESpellAlternate,TriggerRadius,ExportNameTriggered,AppearEffect,ForgesSpells,ForgesMiniSpells,IsHeroBarrack,HeroType,IncreasingDamage,DPSLv2,DPSLv3,DPSMulti,Lv2SwitchTime,Lv3SwitchTime,AttackEffectLv2,AttackEffectLv3,TransitionEffectLv2,TransitionEffectLv3,AltNumMultiTargets,PreventsHealing,StrengthWeight,AlternatePickNewTargetDelay,AltBuildResource,SpeedMod,StatusEffectTime,ShockwavePushStrength,ShockwaveArcLength,ShockwaveExpandRadius,TargetingConeAngle,AimRotateStep,PenetratingProjectile,PenetratingRadius,PenetratingExtraRange,TurnSpeed,NeedsAim,TargetGroups,TargetGroupsRadius,HitSpell,HitSpellLevel,ExportNameBeamStart,ExportNameBeamEnd,Damage2,Damage2Radius,Damage2Delay,Damage2Min,Damage2FalloffStart,Damage2FalloffEnd,HitEffect2,WakeUpSpeed,WakeUpSpace,PreAttackEffect,ShareHeroCombatData,BurstCount,BurstDelay,AltBurstCount,AltBurstDelay,DummyProjectileCount,DieDamage,DieDamageRadius,DieDamageEffect,DieDamageDelay,IsRed,VillageType,WallBlockX,WallBlockY,RedMul,GreenMul,BlueMul,RedAdd,GreenAdd,BlueAdd,DefenceTroopCount,DefenceTroopCharacter,DefenceTroopCharacter2,DefenceTroopLevel,AmountCanBeUpgraded,SelfAsAoeCenter,NewTargetAttackDelay,GearUpBuilding,GearUpLevelRequirement,GearUpResource,GearUpCost,GearUpTime,GearUpTID
Archer Tower2,TID_BUILDING_ARCHER_TOWER2,TID_ARCHER_TOWER2_INFO,Defense,,,sc/buildings2.sc,adv_archer_tower_lvl1,,tower_turret_const,adv_archer_tower_broken,,,,1,Gold2,1,2,2,3,3,,tower_turret_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1100,true,700,,1000,500,,35,70,,,,,Building Destroyed,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,wood_destructed_tiles3,2,2,,defense_tower_turret_base,true,true,true,true,,,,,,,,,,,Bow Target,Tower Turret Pickup,Tower Turret Placing,,Archer,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl2,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,40,80,,,,,,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl3,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,,,,,,,44,88,,,,,,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,48,96,,,,,,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer2,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,,,,,,,,,53,106,,,,,,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer2,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,,,,,,,,,58,116,,,,,,,Archer Attack,,,,Generic Hit,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer3,1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,,,,64,128,,,,,,,Archer Attack,,,,Explosive Arrow,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer3,2,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,adv_archer_tower_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,,,,,,,,,70,140,,,,,,,Archer Attack,,,,Explosive Arrow,Tower Arrow HIGH,Tower Arrow LOW,,,,,defense_tower_turret_base,,,,,,,,,,,,,,,,,,,Archer6,2,160,68,,,,,,,,,,,,,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocket,TID_BUILDING_MORTAR,TID_MORTAR_INFO,Defense,,,sc/buildings2.sc,adv_archer_tower_lvl8,,mortar_const,,,,,1,Gold2,1,99,99,3,3,,tower_turret_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,1100,,,,5000,,,56,86,,,,,Building Destroyed,,Mortar Attack,,,,Mortar Hit,RocketLvl4,,rockWood_destructed_tiles3,2,2,,newVillage_rocket_lvl1,false,true,,,,,,,400,150,100,,,,,Mortar Pickup,Mortar Placing,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Air Defense Mini,TID_BUILDING_AIR_DEFENSE_SMALL,TID_AIR_DEFENSE_SMALL_INFO,Defense,,,sc/buildings2.sc,airDefence_box_lvl1,,air_mortar_const,,,,,1,Gold2,1,3,3,2,2,,teslatower_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,1000,,,,800,,,,,17,,,TRUE,Building Destroyed,,Air Defence Mini Attack,,,,Air Defence Mini hit1,FireworkMini,,rockWood_destructed_tiles3,2,2,,airdefence_box_base_lvl1,true,false,,,,,,,,,,,,,,Air Defence Pickup,Air Defence Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl2,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,19,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit1,FireworkMini2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl3,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,,,,,,,,,,,21,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit2,FireworkMini3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,,,,,,,,,,,23,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit2,FireworkMini4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,,,,,,,,,,,25,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit3,FireworkMini5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,,,,,,,,,,,28,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit3,FireworkMini5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,,31,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit3,FireworkMini5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_box_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,,,,,,,,,,,34,,,,,,Air Defence Mini Attack,,,,Air Defence Mini hit3,FireworkMini6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guard Post,TID_BUILDING_GUARD_POST,TID_GUARD_POST_INFO,Defense,,,sc/buildings2.sc,GuardPost_lvl1,,air_mortar_const,,,,,1,Gold2,1,4,4,2,2,,teslatower_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles2,1,1,,newVillage_guard_post_lvl1,,,,,,,,,,,,,,,,Worker Building Pickup,Worker Building Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,Barbarian2,Archer2,2,,,,,,,,,
,,,,,,,GuardPost_lvl2,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,,,,,,,
,,,,,,,GuardPost_lvl3,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,6,,,,,,,,,
,,,,,,,GuardPost_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,,,,
,,,,,,,GuardPost_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,10,,,,,,,,,
,,,,,,,GuardPost_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,12,,,,,,,,,
,,,,,,,GuardPost_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,14,,,,,,,,,
,,,,,,,GuardPost_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,16,,,,,,,,,
Mega Tesla,TID_BUILDING_MEGA_TESLA,TID_MEGA_TESLA_INFO,Defense,,,sc/buildings2.sc,mega_tesla_lvl1,,tower_turret_const,,,,,1,Gold2,1,8,8,3,3,,tower_turret_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,750,,,,4000,,,,,600,,,,Building Destroyed,,MegaTesla Attack_1,,,MegaTesla Attack_1_chain,Mega Tesla Hit,,,wood_destructed_tiles2,2,2,,defense_tower_turret_base,true,true,,,,,,,,,,,,,,Tesla Pickup,Tesla Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl2,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,,,,,,,,,,,660,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl3,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,,,,,,,,,,,726,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl4,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,799,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl5,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,,,,879,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl6,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,,,,,,,,,,,967,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl7,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,,,,,,,,,,,1064,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mega_tesla_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863,,,,,,,,,,,1170,,,,,,MegaTesla Attack_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hero Altar Warmachine,TID_WARMACHINE,TID_WARMACHINE_INFO,Army,,,sc/buildings.sc,heroaltar_warmachine_lvl1,,air_mortar_const,heroaltar_warmachine_broken,,,,1,Elixir2,1,5,5,3,3,,heroaltar_barbarian_king_upg,,,,,,,,,,,,,,,,,,,,,,,,,5,,250,1,,,,,,,,,,,,,,Building Destroyed,,,,,,,,,rockWood_destructed_tiles3,2,2,,heroaltar_base,,,,,,,,,,,,,,,,Hero Altar Pickup,Hero Altar Place,true,,,,,,true,1,,,,,,,,,true,Warmachine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Air Defense2,TID_BUILDING_AIR_DEFENSE2,TID_AIR_DEFENSE2_INFO,Defense,,,sc/buildings2.sc,airDefence_factory_lvl1,,air_mortar_const,,,,,1,Gold2,1,4,4,3,3,,tower_turret_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,800,,,,3000,,,,,250,,,,Building Destroyed,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_1,,rockWood_destructed_tiles3,2,2,,airDefence_factory_lvl1,true,false,,,,,,,,150,50,,,,,Air Defence Pickup,Air Defence Placing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl2,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,275,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_2,,,,,,airDefence_factory_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl3,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,,,,,,,,,,,303,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_3,,,,,,airDefence_factory_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,,,,,,,,,,,333,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_3,,,,,,airDefence_factory_lvl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,,,,,,,,,,,366,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_3,,,,,,airDefence_factory_lvl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,403,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_3,,,,,,airDefence_factory_lvl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl7,,,,,,,1,,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313,,,,,,,,,,,443,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_3,,,,,,airDefence_factory_lvl7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,airDefence_factory_lvl8,,,,,,,1,,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660,,,,,,,,,,,487,,,,,,Air Defence Barrel Attack,,,,Air Defense Barrel Hit,AirDefenceBalloon_4,,,,,,airDefence_factory_lvl8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusher,TID_BUILDING_CRUSHER,TID_BUILDING_CRUSHER_INFO,Defense,,,sc/buildings2.sc,Crusher_lvl1,,darkelixir_storage_const,,,,,1,Gold2,1,3,3,3,3,,tower_turret_upg,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,300,,,,3500,,2200,,,500,,,,Building Destroyed,,CrusherAttack,,,,Generic Hit,,,rockWood_destructed_tiles3,2,2,,basic_cannon_lvl1_base,false,true,,,,,,,,350,50,,,,,Basic Turret Pickup,Basic Turret Placing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,true,,,,,,,
,,,,,,,Crusher_lvl2,,,,,,,1,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,550,,,,,,CrusherAttack,,,,Generic Hit,,,,,,,basic_cannon_lvl1_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crusher_lvl3,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,,,,,,,,,,,605,,,,,,CrusherAttack,,,,Generic Hit,,,,,,,basic_cannon_lvl1_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crusher_lvl4,,,,,,,1,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,,,,,,,,,,,666,,,,,,CrusherAttack,,,,Generic Hit,,,,,,,basic_cannon_lvl1_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crusher_lvl5,,,,,,,1,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,,,,,,,,,,,733,,,,,,CrusherAttack,,,,Generic Hit,,,,,,,basic_cannon_lvl1_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crusher_lvl6,,,,,,,1,,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,,,,,,,,,,806,,,,,,CrusherAttack,,,,Generic Hit,,,,,,,basic_cannon_lvl1_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
